Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Gluten Free Egg And Cheese Bagel,Kosher,Dinner,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-02-08,436,1 EACH,20.5g,49.5g,8.8g,0g,0g,5.5g,130.1mg,0g,858.4mg,15.5g,155.9mg,2.1mg,1.1mcg,92.4mg
Gluten Free Ham & Cheese Sandwich,Kosher,Dinner,"Milk, Soybeans",['Gluten Friendly'],2023-02-08,410,1 EACH,15.9g,51g,6.1g,5.2g,0g,11.7g,65.8mg,6g,1979mg,19.9g,164.7mg,1.8mg,0.1mcg,132.3mg
Large Chocolate Chip Cookie,Kosher,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Red Pepper Hummus Wrap,Kosher,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-02-08,498,1 EACH,18.8g,68.6g,3g,4.1g,0g,5.2g,0mg,0g,980.4mg,11.8g,163.7mg,5.1mg,0mcg,294.2mg
Turkey and Swiss Croissant,Kosher,Dinner,"Milk, Wheat, Soybeans",[],2023-02-08,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Wrapped Brownie,Kosher,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Halal Teriyaki Chicken,Kosher,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-08,179,4 OZ,3.5g,12.5g,0g,0g,0g,12.2g,65.2mg,10.3g,174mg,26.4g,3mg,0.8mg,0mcg,20mg
Toasted Sesame Rice,Kosher,Dinner,Sesame,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,176,4 OZ,2.3g,35g,0.3g,0g,0g,0g,0mg,0g,25.2mg,3g,3.5mg,0mg,0mcg,0.4mg
Pepperoni Pizza,Kosher,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-08,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Kosher,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-08,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Chocolate Whoopie Pies,Kosher,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,344,1 EACH,12g,55.5g,3.6g,1.3g,2.2g,38.2g,21.6mg,15.2g,490.7mg,3.6g,23.2mg,2.2mg,0mcg,111mg
Buttermilk Pancakes,Kosher,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-09,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,Kosher,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Chocolate Chip Pancakes,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-09,548,2 EACH,24.5g,66.6g,4.6g,0g,0g,24.7g,114.6mg,14.2g,453.1mg,14g,300.6mg,4mg,0.7mcg,250.4mg
Hard Boiled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Overnight Oats,Kosher,Breakfast,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2023-02-09,164,1/2 CUP,3.3g,29.5g,0.5g,0g,0g,10.1g,1.2mg,7.7g,39mg,6.4g,139.7mg,1.1mg,1mcg,218.1mg
Scrambled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Country Style Hash Browns,Kosher,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,154,4 OZ,5.6g,23.4g,0.4g,3g,0g,0g,0mg,0g,213.9mg,1.5g,0.9mg,0.5mg,0mcg,351.7mg
Turkey Sausage Links,Kosher,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-09,153,2 EACH,12g,0g,3.8g,0g,0g,0g,65.7mg,0g,470.7mg,10.9g,0mg,0.8mg,0mcg,mg
Breakfast Potatoes,Kosher,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Hard Boiled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Cereal,Kosher,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,142,6 OZ,2.8g,25.5g,0.5g,0g,0g,0.9g,0mg,0g,333.4mg,4.7g,24mg,1.4mg,0mcg,141.7mg
Scrambled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Omelet Bar,Kosher,Breakfast,,[],2023-02-09,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chocolate Chip Muffins,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,317,1 EACH,16.2g,38.2g,2.8g,0.4g,0g,22.4g,54.4mg,17.9g,196.1mg,4g,29.3mg,0.7mg,0.3mcg,69.4mg
Chicken & Broccoli Penne,Kosher,Lunch,"Milk, Wheat, Soybeans","['Less Sodium', 'Smart Check']",2023-02-09,268,8 OZ,4.2g,36.3g,1g,2.8g,0g,3.1g,34.2mg,0g,351.1mg,19.4g,63.5mg,2.2mg,0mcg,157.3mg
Battered Cod,Kosher,Lunch,"Fish, Wheat, Soybeans, Gluten",['Less Sodium'],2023-02-09,225,1 PIECE,14.5g,12.5g,1.8g,0g,0g,0g,26.7mg,0g,364.9mg,11.6g,0mg,1mg,0.8mcg,213.6mg
Jamaican Beef Pattie,Kosher,Lunch,"Wheat, Soybeans",[],2023-02-09,450,1 EACH,25g,44g,5g,0g,0g,1g,35mg,0g,590mg,14g,2mg,4.5mg,mcg,mg
Protein Packed Caprese Cutlet,Kosher,Lunch,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-09,236,1 EACH,12.3g,21g,3.2g,0.2g,0g,2.4g,8.8mg,1g,414.8mg,12.1g,102.1mg,1.5mg,0mcg,243.6mg
Beef Barley Soup,Kosher,Lunch,"Soybeans, Gluten",['Less Sodium'],2023-02-09,75,6 OZL,1.3g,8.8g,0.4g,1.7g,0g,1.9g,15.4mg,0g,192.6mg,6.9g,64.1mg,0.8mg,0mcg,317.4mg
"Grilled Ham, Apple, & Cheddar Panini",Kosher,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-09,385,1 HALF,20.8g,30.5g,10.4g,4.4g,0g,11g,71.9mg,2.5g,1132.9mg,23.1g,187.3mg,1.9mg,0mcg,116.9mg
Veggie Medley,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,45,3 OZ,1.7g,6.6g,0.5g,2.2g,0g,3.3g,0mg,0g,83.5mg,1.9g,32.2mg,0.6mg,0mcg,304.8mg
White Rice,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Marinara Sauce,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Grilled Cheese,Kosher,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-09,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Signature Beef Burger,Kosher,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-02-09,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Straight Cut French Fries,Kosher,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-09,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Baked Beans,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,138,4 OZ,0g,27.8g,0g,0.8g,0g,12.3g,0mg,9.4g,365.4mg,8g,43.3mg,1.6mg,0mcg,319.7mg
Beef Hot Dogs,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-09,162,1 EA,13.3g,1g,4.6g,0g,0.5g,1g,34.8mg,0g,387.9mg,8g,25.9mg,1.1mg,mcg,mg
California Veggie Burger w/ Bun,Kosher,Lunch,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-09,290,1 EACH,7g,43g,0g,6g,0g,5g,0mg,0g,510mg,11g,100mg,3.8mg,0mcg,mg
Coleslaw,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,23,4 OZ,1.6g,2.1g,0.2g,0.5g,0g,1.5g,0mg,0.7g,4.1mg,0.2g,7.5mg,0.1mg,0mcg,38.8mg
Hamburgers,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-09,241,1 EA,17.1g,0g,7g,0g,1g,0g,75.3mg,0g,75.3mg,21.1g,26.1mg,2.7mg,mcg,271mg
Onion Rings,Kosher,Lunch,"Eggs, Wheat, Soybeans, Gluten",['Vegetarian'],2023-02-09,488,4 OZ,30.9g,47.3g,5.3g,0g,0g,0g,0mg,0g,721mg,7.5g,0mg,0mg,0mcg,mg
Turkey Rice Soup,Kosher,Lunch,Soybeans,['Gluten Friendly'],2023-02-09,60,6 OZL,0.7g,7.7g,0g,0.4g,0g,0.9g,10.3mg,0.1g,814.8mg,5.3g,29.1mg,1.1mg,0mcg,100.5mg
Quesadilla Bar,Kosher,Lunch,,[],2023-02-09,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Thai Chicken Wrap,Kosher,Lunch,"Fish, Wheat, Soybeans, Sesame",[],2023-02-09,294,1/2 EACH,5.7g,35.8g,1.3g,0.9g,0g,8.4g,48.9mg,1.6g,1347.4mg,25.2g,118.6mg,2.6mg,0mcg,105.9mg
Pepperoni Pizza,Kosher,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-09,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Kosher,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-09,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Cherry White Chocolate Cookies,Kosher,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,180,1 EACH,7g,27g,3.5g,0g,0g,16g,15mg,0g,115mg,2g,26mg,0.7mg,mcg,mg
Jonathan Bar,Kosher,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,344,1/35 HFPAN,14.6g,48.2g,8.6g,0g,0.4g,27.4g,49.7mg,27.1g,139.6mg,4g,6.9mg,1.3mg,0mcg,30.2mg
Fried Brown Rice with Tofu & Vegetables,Kosher,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-09,178,6 OZ,5g,26.9g,0.4g,2.7g,0g,2.3g,0mg,0g,257.1mg,7g,49.8mg,1.2mg,0mcg,224.6mg
Sizzlin Shrimp & Pasta,Kosher,Dinner,"Milk, Fish, Crustacean Shellfish, Wheat, Soybeans",['Less Sodium'],2023-02-09,168,4 OZ,5.7g,18.8g,3.3g,1.3g,0g,1.9g,48.3mg,0g,269mg,9.3g,39mg,0.9mg,0mcg,36.8mg
Cheese Manicotti,Kosher,Dinner,"Milk, Eggs, Wheat",['Vegetarian'],2023-02-09,496,2 EACH,20.1g,57.1g,8.2g,2.7g,0g,16.8g,95.1mg,0g,1215.6mg,21.4g,353.7mg,5.1mg,0mcg,91.2mg
Zesty Fried Chicken Tenders,Kosher,Dinner,"Wheat, Gluten",[],2023-02-09,682,4 EACH,48.9g,34.7g,5.7g,0g,0g,0g,51mg,0g,1204.3mg,32.7g,53.1mg,0.7mg,mcg,mg
Chicago Dog,Kosher,Dinner,"Wheat, Soybeans",[],2023-02-09,306,1 EACH,16.3g,27.8g,5.1g,1.4g,0g,6.9g,30.5mg,0g,1340.3mg,10.4g,70.6mg,1.9mg,0mcg,84.6mg
Broccoli Saute,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,37,3 OZ,1.6g,4.8g,0.1g,2g,0g,1.6g,0mg,0g,210mg,2.4g,38.9mg,0.7mg,0mcg,273.4mg
Summer Vegetable Medley,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,14,3 OZ,0.2g,2.9g,0g,0.4g,0g,1.8g,0mg,0g,108.8mg,1g,13mg,0.3mg,0mcg,205.7mg
Marinara Sauce,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Dilly Fries,Kosher,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-09,199,4 OZ,15.2g,17.7g,1.3g,1g,0g,1g,0mg,0g,639.5mg,1g,20.9mg,0.5mg,0mcg,269.3mg
Grilled Chicken Breast,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Signature Beef Burger,Kosher,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-09,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Cheesy Scrambled Eggs,Kosher,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
"Chorizo, Egg & Cheese English Muffin Sandwich",Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans",[],2/10/2023,434,1 EACH,26.9g,32.5g,8.3g,0g,0.1g,1.5g,159.4mg,1g,911.4mg,18.6g,198.9mg,3.6mg,1.7mcg,192.4mg
French Toast,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2/10/2023,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Overnight Oats,Kosher,Breakfast,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2/10/2023,164,1/2 CUP,3.3g,29.5g,0.5g,0g,0g,10.1g,1.2mg,7.7g,39mg,6.4g,139.7mg,1.1mg,1mcg,218.1mg
Scrambled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Vegan French Toast,Kosher,Breakfast,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,309,2 EACH,8g,48.2g,0.2g,0.1g,0g,9g,0mg,7.2g,542.9mg,11.4g,184.4mg,2.8mg,1.5mcg,219.5mg
Bacon,Kosher,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,Kosher,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Plant-Based Breakfast Sausage,Kosher,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Breakfast Potatoes,Kosher,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Oatmeal Hot Cereal,Kosher,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Omelet Bar,Kosher,Breakfast,,[],2/10/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Cranberry Orange Bread,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,260,1/16 LOAF,10g,40.1g,4.5g,0.8g,0g,23.5g,44.9mg,0g,210.6mg,3g,16.1mg,1.1mg,0mcg,50.1mg
Asian Maple Salmon Fillet,Kosher,Lunch,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,172,1 EACH,7g,2.8g,1g,0g,0g,1.5g,45.2mg,1.4g,121mg,22.2g,0.4mg,0mg,0mcg,0.9mg
Grilled Andouille & Peppers,Kosher,Lunch,,['Gluten Friendly'],2/10/2023,184,1 EA,14.7g,4.3g,4.9g,0.6g,0.3g,1.5g,37.5mg,0g,558.2mg,9.1g,23mg,0.6mg,0mcg,66.7mg
Jamaican Jerk Chicken Thighs,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,159,4 OZ,5g,1.5g,1.1g,0.3g,0g,0.6g,114mg,0.4g,196.7mg,24.2g,27.3mg,1.4mg,0mcg,19.1mg
Tempeh Portabella Burger,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,121,1 EACH,3.4g,14.6g,0.6g,0.8g,0g,2.7g,0mg,0g,389.9mg,9g,70mg,3.4mg,0.4mcg,237mg
Tortellini Primavera,Kosher,Lunch,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/10/2023,202,6 OZ,6.1g,30.8g,1.8g,2.3g,0g,2.8g,26.7mg,0g,442.1mg,7g,40.1mg,1.4mg,0mcg,179.2mg
New England Clam Chowder,Kosher,Lunch,"Milk, Wheat",[],2/10/2023,212,6 OZL,11g,15.3g,6.9g,0.1g,0g,1.8g,48.2mg,0g,941.3mg,7.6g,540.1mg,1.4mg,0mcg,58.3mg
Basilico Rice,Kosher,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,203,4 OZ,9.3g,26.3g,1.4g,0.3g,0g,0.9g,1.6mg,0g,163mg,3.5g,56.6mg,1.7mg,0mcg,131.3mg
Spinach Saute,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,27,3 OZ,0.9g,3.5g,0.1g,2g,0g,0.4g,0mg,0g,134mg,2.6g,88.5mg,2.4mg,0mcg,491mg
Marinara Sauce,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Beef Cheeseburger No Bun,Kosher,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2/10/2023,292,1 EACH,19.3g,1.5g,8.2g,0g,0.7g,0.5g,90.9mg,0g,325.6mg,27g,91.2mg,2.6mg,0.1mcg,375.1mg
Crinkle Cut Fries,Kosher,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,240,4 OZ,17.7g,21g,1.8g,2g,0g,0g,0mg,0g,420.2mg,2g,0mg,0.4mg,mcg,280.2mg
Grilled Cheese,Kosher,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Fresh Fruit Salad,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,54,4 OZ,0.1g,14.2g,0g,0.4g,0g,12.1g,0mg,0g,10mg,0.6g,9.4mg,0.2mg,0mcg,88.5mg
Lentil & Mushroom Shepherd's Pie,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,373,8 OZ,3.5g,62.6g,0.8g,22.6g,0g,3.6g,0mg,0g,129.2mg,20.5g,87.4mg,6.5mg,0.2mcg,538.9mg
Macaroni Salad,Kosher,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,221,4 OZ,14.2g,19g,1.3g,1.1g,0g,1.1g,0mg,0g,230.2mg,3.2g,4.4mg,0.8mg,0mcg,23.5mg
Rice Pilaf,Kosher,Lunch,Soybeans,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,208,4 OZ,6.7g,33.1g,2g,0.2g,0g,0.7g,1.5mg,0.1g,310.7mg,4g,33.1mg,1.7mg,0mcg,100.6mg
Vegetable Soup,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2/10/2023,17,6 OZL,1g,1.7g,0g,0.5g,0g,1g,2.9mg,0g,524.1mg,1.2g,12.8mg,0.1mg,0mcg,67.4mg
Veggie & Hummus Wrap,Kosher,Lunch,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2/10/2023,446,1 EACH,15.3g,64.9g,3g,3.4g,0g,5.7g,0mg,0g,748.7mg,11.4g,176.7mg,4.3mg,0mcg,491.9mg
Halal Cheeseburgers,Kosher,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2/10/2023,365,1 EACH,30g,0g,13.2g,0g,0g,0g,88.8mg,0g,201.8mg,22.5g,263.3mg,0mg,mcg,mg
Sweet Potato Wedges,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,138,4 OZ,4.7g,22.1g,0.4g,3.3g,0g,4.9g,0mg,0.3g,104.6mg,1.7g,33.4mg,0.7mg,0mcg,364.8mg
Pepperoni Pizza,Kosher,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2/10/2023,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Kosher,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2/10/2023,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Chocolate Chip Cookie,Kosher,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,170,1 EACH,8g,23g,4g,1g,0g,15g,10mg,0g,130mg,2g,0mg,2mg,mcg,70mg
Oatmeal Raisin Cookies,Kosher,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,280,2 EACH,9g,44g,3g,0g,0g,26g,0mg,16g,170mg,4g,18mg,1.4mg,0mcg,164mg
